"TIME","Pout=(Vout*Iout)"
0.001107902834,28.6117
0.001107932994,28.61
0.00110794164,28.6094
0.001107944676,28.6093
0.001107948362,28.609
0.001107974146,28.6075
0.001108503001,28.5793
0.001109147846,28.5519
0.001110101163,28.5252
0.001111032689,28.5149
0.00111275518,28.5354
0.001115119588,28.645
0.001115135801,28.646
0.001115184587,28.6493
0.001115207301,28.6508
0.001115238505,28.6529
0.001115258287,28.6543
0.001115266406,28.6548
0.001115268591,28.655
0.00111527088,28.6551
0.001115282222,28.6559
0.001115297067,28.6569
0.001115365767,28.6614
0.001115470498,28.6678
0.001115859848,28.6867
0.001116382952,28.7002
0.001117262854,28.6921
0.001117694966,28.6742
0.001117744157,28.6716
0.001117753471,28.6711
0.001117789084,28.6691
0.001117815458,28.6676
0.001117881298,28.6637
0.001117895836,28.6628
0.001117907388,28.6621
0.001117933281,28.6605
0.001117938746,28.6601
0.001117941353,28.66
0.001117941386,28.66
0.001117941506,28.66
0.001117943123,28.6599
0.001117946027,28.6597
0.00111795828,28.6589
0.001118181854,28.6452
0.001118800308,28.6122
0.001119802318,28.5737
0.001120496762,28.5577
0.001121703584,28.5502
0.001124064595,28.6078
0.001125119975,28.6638
0.001125135966,28.6648
0.001125163587,28.6665
0.001125211254,28.6695
0.001125248976,28.6719
0.001125262255,28.6727
0.001125269254,28.6732
0.001125271442,28.6733
0.001125273777,28.6735
0.001125285983,28.6742
0.001125298739,28.675
0.001125347744,28.6781
0.001125451029,28.6841
0.001125683894,28.6956
0.00112619036,28.7113
0.0011267643,28.7136
0.001127691267,28.6831
0.001127736738,28.6805
0.001127755138,28.6794
0.001127803256,28.6766
0.001127814389,28.6759
0.001127879689,28.6718
0.001127895095,28.6708
0.001127906347,28.67
0.001127933048,28.6682
0.00112793835,28.6679
0.001127941782,28.6677
0.001127944993,28.6674
0.001127950584,28.6671
0.001128031102,28.6617
0.001128693594,28.6223
0.001129740362,28.5766
0.001130489291,28.5561
0.001131730412,28.5442
0.001134175672,28.5983
0.001135114507,28.6458
0.001135139501,28.6473
0.001135191779,28.6503
0.001135215513,28.6518
0.001135257287,28.6543
0.001135266031,28.6548
0.001135270246,28.6551
0.001135272538,28.6552
0.001135275128,28.6554
0.001135291267,28.6563
0.001135306301,28.6572
0.001135397766,28.6625
0.00113550146,28.6679
0.001135796726,28.6804
0.001136262585,28.6912
0.00113692825,28.6879
0.001137690281,28.6575
0.001137740653,28.6545
0.001137752604,28.6538
0.001137776449,28.6523
0.00113781077,28.6501
0.001137830693,28.6488
0.001137897072,28.6444
0.001137909814,28.6435
0.001137936839,28.6416
0.001137942047,28.6413
0.001137945162,28.6411
0.001137950816,28.6407
0.001138034657,28.6348
0.001138567681,28.601
0.0011394211,28.5577
0.001140783272,28.5164
0.001142206426,28.5086
0.001145119588,28.6004
0.001145135801,28.6013
0.001145184587,28.604
0.0011452073,28.6053
0.001145238495,28.6071
0.001145258291,28.6083
0.001145266401,28.6088
0.001145268553,28.6089
0.001145270842,28.609
0.001145281774,28.6097
0.001145295044,28.6104
0.001145338114,28.6129
0.001145442017,28.6184
0.001145611838,28.6261
0.001146007117,28.6387
0.001146393952,28.6434
0.001147291738,28.6259
0.00114769532,28.6052
0.001147746125,28.6021
0.001147755707,28.6015
0.001147809028,28.598
0.001147819185,28.5973
0.001147894468,28.5921
0.001147905675,28.5913
0.001147936981,28.5891
0.001147941767,28.5887
0.001147944693,28.5885
0.001147947655,28.5883
0.001147970105,28.5867
0.001148484188,28.5521
0.001149366455,28.5044
0.001149983761,28.4796
0.001151156617,28.4515
0.001153470623,28.467
0.001155119588,28.5339
0.001155135801,28.5348
0.001155184588,28.5375
0.0011552073,28.5387
0.001155238501,28.5405
0.001155258292,28.5416
0.001155266402,28.5421
0.001155268556,28.5422
0.001155270845,28.5423
0.001155281733,28.5429
0.001155294958,28.5437
0.001155346683,28.5465
0.001155451759,28.5518
0.001155563654,28.5569
0.001155914315,28.5687
0.001156497713,28.5747
0.00115687203,28.5697
0.001157690546,28.5351
0.001157741624,28.5319
0.001157753455,28.5311
0.001157785786,28.529
0.001157815266,28.527
0.00115788059,28.5225
0.001157895679,28.5214
0.001157907057,28.5206
0.001157936815,28.5184
0.001157941569,28.518
0.001157941656,28.518
0.001157942827,28.5179
0.001157946545,28.5177
0.00115795955,28.5167
0.001158278772,28.4942
0.001158891126,28.4564
0.001159999264,28.4058
0.001161195944,28.3764
0.001163396101,28.3882
0.001165119588,28.4555
0.001165135801,28.4564
0.001165184589,28.459
0.001165207301,28.4602
0.001165238506,28.462
0.001165258293,28.4631
0.001165266404,28.4635
0.001165268556,28.4636
0.001165270845,28.4638
0.001165281643,28.4644
0.001165294911,28.4651
0.001165334187,28.4672
0.001165435892,28.4724
0.001165657439,28.4818
0.00116613074,28.4936
0.00116663855,28.4941
0.001167127106,28.4826
0.001167700991,28.4543
0.001167748277,28.4513
0.001167756138,28.4507
0.001167811791,28.447
0.001167824582,28.4461
0.001167894925,28.4412
0.001167906164,28.4403
0.001167933923,28.4383
0.001167940557,28.4378
0.001167941428,28.4377
0.001167941541,28.4377
0.001167942769,28.4377
0.00116794667,28.4374
0.001167961588,28.4363
0.001168331642,28.4102
0.001169085877,28.3651
0.001169957011,28.3263
0.001170809331,28.3017
0.001172274176,28.29
0.001175119588,28.3731
0.001175135801,28.3739
0.001175184587,28.3766
0.0011752073,28.3778
0.001175238491,28.3795
0.001175258294,28.3806
0.001175266399,28.3811
0.001175268555,28.3812
0.001175270844,28.3813
0.001175281514,28.3819
0.001175294766,28.3826
0.001175335572,28.3849
0.001175438287,28.39
0.001175690164,28.4005
0.001176205018,28.412
0.001176801334,28.4091
0.001177693447,28.3725
0.001177741559,28.3695
0.001177753415,28.3687
0.001177788017,28.3664
0.001177813145,28.3647
0.001177874807,28.3604
0.001177898859,28.3587
0.001177913879,28.3576
0.001177934577,28.3561
0.001177941117,28.3556
0.001177941387,28.3556
0.001177941433,28.3556
0.001177941913,28.3555
0.001177945223,28.3553
0.001177951163,28.3549
0.001178048208,28.3478
0.001178694112,28.3052
0.001179350057,28.2701
0.001180781933,28.2211
0.001182398503,28.2102
0.001185119588,28.2939
0.001185135801,28.2947
0.001185184587,28.2974
0.001185207301,28.2987
0.001185238502,28.3004
0.001185258295,28.3015
0.001185266403,28.302
0.001185268558,28.3021
0.001185270847,28.3022
0.001185281542,28.3028
0.00118529478,28.3035
0.001185335502,28.3058
0.001185438653,28.311
0.001185684264,28.3214
0.001186191757,28.3333
0.001186771389,28.3315
0.001187695473,28.2949
0.001187744536,28.2918
0.001187753982,28.2912
0.001187804597,28.2879
0.001187819396,28.2869
0.001187888437,28.2821
0.001187898581,28.2814
0.001187913458,28.2803
0.001187936618,28.2787
0.001187941725,28.2783
0.001187944935,28.2781
0.001187950102,28.2777
0.001188027732,28.2721
0.001188583705,28.2352
0.001189227795,28.1999
0.001190834135,28.1453
0.001192583441,28.1388
0.001195119588,28.2234
0.001195135801,28.2243
0.001195184585,28.227
0.001195207298,28.2283
0.001195238467,28.23
0.001195258296,28.2311
0.001195266393,28.2316
0.001195268554,28.2317
0.001195270843,28.2319
0.001195281388,28.2325
0.001195296808,28.2333
0.001195335106,28.2355
0.001195438919,28.2409
0.001195721254,28.2528
0.001196274087,28.2648
0.001196965101,28.2588
0.001197695588,28.2273
0.001197746403,28.2242
0.001197756421,28.2236
0.001197811358,28.22
0.001197827508,28.2189
0.001197891292,28.2146
0.001197901065,28.2139
0.001197922719,28.2124
0.001197937478,28.2113
0.001197941224,28.211
0.001197941727,28.211
0.001197945195,28.2108
0.001197951384,28.2103
0.001198071686,28.2018
0.001198766097,28.1582
0.00119985841,28.1079
0.001200643666,28.0855
0.00120197023,28.0728
0.001204608331,28.1387
0.001205082545,28.1632
0.00120513673,28.1662
0.001205160249,28.1675
0.001205209624,28.1704
0.001205228413,28.1714
0.001205260939,28.1733
0.00120527025,28.1739
0.001205272341,28.174
0.001205274628,28.1741
0.001205285294,28.1748
0.001205301576,28.1757
0.001205331205,28.1774
0.001205431835,28.1828
0.001205614446,28.1913
0.001206022093,28.2044
0.001206420374,28.2093
0.001207361881,28.1903
0.001207692053,28.1735
0.001207737702,28.1708
0.001207756504,28.1696
0.0012078103,28.1662
0.001207823469,28.1654
0.001207895283,28.1606
0.00120790676,28.1598
0.001207936446,28.1578
0.001207941297,28.1574
0.001207941645,28.1574
0.001207944976,28.1572
0.001207950076,28.1568
0.001208022159,28.1518
0.001208470251,28.1229
0.001209318624,28.0787
0.001210660387,28.0361
0.001212155985,28.0269
0.001215119588,28.1234
0.001215135801,28.1243
0.001215184587,28.1272
0.001215207301,28.1285
0.001215238499,28.1304
0.001215258296,28.1316
0.001215266404,28.132
0.001215268559,28.1322
0.001215270848,28.1323
0.001215281554,28.133
0.001215294768,28.1337
0.001215335511,28.1361
0.001215438791,28.1418
0.001215683444,28.1531
0.001216189943,28.1671
0.001216767341,28.1678
0.001217695789,28.1351
0.001217744806,28.1323
0.00121775425,28.1317
0.001217799092,28.129
0.001217815885,28.1279
0.001217881353,28.1237
0.001217895778,28.1227
0.00121790719,28.122
0.001217933931,28.1201
0.001217941253,28.1196
0.001217942827,28.1195
0.001217946025,28.1193
0.001217955872,28.1186
0.001218181821,28.1036
0.001218727396,28.0715
0.001219486698,28.036
0.001220168894,28.0133
0.001221436986,27.9936
0.00122387787,28.0355
0.001225119588,28.0961
0.001225135801,28.0971
0.001225184597,28.1
0.001225207311,28.1014
0.001225238603,28.1033
0.001225258297,28.1045
0.00122526644,28.105
0.001225268624,28.1051
0.001225270913,28.1053
0.00122528226,28.106
0.001225297232,28.1069
0.001225335056,28.1091
0.001225438485,28.115
0.001225602327,28.1231
0.001225973289,28.1366
0.001226650936,28.1439
0.001227125328,28.1357
0.001227697944,28.1114
0.001227724634,28.1099
0.001227753511,28.1082
0.001227796253,28.1057
0.001227812995,28.1046
0.001227874553,28.1008
0.001227894173,28.0995
0.001227904987,28.0988
0.001227934505,28.0968
0.0012279412,28.0964
0.001227941296,28.0964
0.001227941779,28.0963
0.00122794539,28.0961
0.001227953223,28.0956
0.001228097095,28.0861
0.001228687141,28.0514
0.001229572859,28.0117
0.001231045522,27.9777
0.001232657157,27.985
0.001235119588,28.0826
0.001235135801,28.0836
0.001235184587,28.0866
0.001235207302,28.088
0.001235238508,28.0899
0.001235258296,28.0912
0.001235266408,28.0917
0.00123526856,28.0918
0.001235270849,28.0919
0.001235281671,28.0926
0.001235295046,28.0935
0.001235335182,28.0959
0.001235437758,28.1018
0.00123564737,28.1123
0.001236103777,28.1275
0.001236581214,28.1325
0.001237004447,28.1277
0.001237713636,28.1003
0.001237751194,28.0982
0.001237765662,28.0974
0.001237812628,28.0946
0.001237849986,28.0923
0.001237893704,28.0896
0.001237904201,28.0889
0.001237935413,28.0869
0.001237942079,28.0864
0.001237945127,28.0862
0.001237951206,28.0858
0.001238040795,28.08
0.001238622116,28.0459
0.001239274155,28.0152
0.001240757683,27.9748
0.001242297215,27.9748
0.001245119588,28.0811
0.001245135801,28.0821
0.001245184586,28.0851
0.001245207301,28.0865
0.001245238495,28.0885
0.001245258296,28.0898
0.001245266405,28.0903
0.001245268558,28.0904
0.001245270847,28.0906
0.001245281635,28.0913
0.001245294894,28.0921
0.001245334046,28.0945
0.001245435675,28.1005
0.00124565768,28.1118
0.001246131559,28.1277
0.001246640428,28.1325
0.001247131755,28.1252
0.001247700736,28.1023
0.001247748301,28.0997
0.00124775622,28.0992
0.00124781179,28.096
0.001247823767,28.0953
0.001247891682,28.0911
0.001247901436,28.0905
0.001247923098,28.0891
0.001247937901,28.0882
0.001247941608,28.088
0.001247942479,28.0879
0.001247946556,28.0876
0.001247960996,28.0867
0.001248216517,28.0708
0.001248937438,28.0326
0.001250143412,27.9904
0.001251660195,27.9749
0.001254612191,28.0596
0.001255082419,28.0869
0.001255136707,28.0903
0.00125516012,28.0917
0.001255209752,28.0949
0.001255229361,28.0961
0.001255260742,28.0982
0.001255269492,28.0987
0.001255271686,28.0989
0.001255273972,28.099
0.001255278402,28.0993
0.001255297597,28.1006
0.001255318116,28.1019
0.001255411049,28.1075
0.001255522682,28.1137
0.001255827092,28.1276
0.001256297211,28.14
0.00125701925,28.138
0.001257700502,28.1131
0.001257745198,28.1107
0.001257753533,28.1103
0.001257790267,28.1082
0.001257816042,28.1067
0.001257891217,28.1022
0.001257901537,28.1016
0.00125792378,28.1002
0.001257938162,28.0993
0.001257941625,28.099
0.001257942943,28.099
0.001257946637,28.0987
0.001257961089,28.0978
0.001258298066,28.0774
0.001258904165,28.0462
0.001259540098,28.0208
0.001260964225,27.9909
0.001262524101,27.9998
0.001265119588,28.1072
0.001265135801,28.1082
0.001265184587,28.1113
0.001265207302,28.1128
0.001265238506,28.1148
0.001265258296,28.1161
0.00126526641,28.1166
0.001265268562,28.1168
0.001265270851,28.1169
0.001265281786,28.1176
0.001265295224,28.1185
0.001265335926,28.1211
0.001265439979,28.1274
0.001265619173,28.1369
0.001266035147,28.153
0.001266446374,28.1604
0.001267450636,28.1441
0.001267692242,28.133
0.001267744534,28.1302
0.001267755773,28.1296
0.001267809534,28.1265
0.001267819211,28.126
0.001267893756,28.1215
0.00126790443,28.1209
0.001267935179,28.1189
0.001267941983,28.1185
0.001267945145,28.1183
0.001267949331,28.118
0.00126798829,28.1156
0.0012686049,28.0805
0.00126937232,28.0469
0.001270582938,28.0159
0.001271854171,28.0119
0.001274359624,28.0859
0.001275100185,28.1283
0.00127513764,28.1307
0.001275166265,28.1325
0.001275214019,28.1356
0.001275256717,28.1384
0.001275265689,28.139
0.001275270826,28.1393
0.001275273072,28.1395
0.001275275517,28.1396
0.001275290485,28.1406
0.001275301774,28.1413
0.001275369556,28.1457
0.001275474342,28.1519
0.001275804074,28.1678
0.001276225253,28.1804
0.001276845378,28.183
0.001277689916,28.1567
0.001277738129,28.1542
0.001277755042,28.1533
0.001277805062,28.1505
0.001277813519,28.15
0.001277885343,28.1458
0.001277898365,28.145
0.001277912643,28.1441
0.00127793516,28.1427
0.00127794167,28.1423
0.001277944551,28.1421
0.001277947725,28.1419
0.00127796897,28.1406
0.001278369041,28.1171
0.001279167714,28.0791
0.001280153393,28.0486
0.001281131681,28.0358
0.001282995271,28.0582
0.001285119588,28.1562
0.001285135801,28.1572
0.001285184597,28.1604
0.001285207313,28.1618
0.001285238613,28.1639
0.001285258298,28.1652
0.00128526645,28.1657
0.001285268628,28.1659
0.001285270917,28.166
0.001285281819,28.1668
0.001285294775,28.1676
0.001285330626,28.1699
0.001285432006,28.1761
0.001285625893,28.1866
0.001286038888,28.2026
0.001286453007,28.2103
0.001287473008,28.1935
0.001287692688,28.1833
0.001287745212,28.1805
0.00128775632,28.1799
0.001287808911,28.177
0.001287815777,28.1766
0.001287891078,28.1722
0.001287900889,28.1716
0.001287921281,28.1703
0.001287934677,28.1694
0.001287941302,28.169
0.001287941777,28.169
0.001287945022,28.1688
0.001287949686,28.1685
0.001288000739,28.1653
0.001288456845,28.139
0.001289479727,28.0941
0.001290249668,28.0731
0.001291444834,28.0617
0.001293835166,28.1138
0.001295119588,28.182
0.001295135801,28.1831
0.001295184587,28.1862
0.001295207301,28.1877
0.001295238499,28.1897
0.001295258296,28.1911
0.00129526641,28.1916
0.001295268562,28.1917
0.001295270851,28.1919
0.001295281798,28.1926
0.001295295194,28.1935
0.001295337366,28.1962
0.001295440712,28.2025
0.001295616702,28.2119
0.00129602868,28.2281
0.001296433994,28.2358
0.001297411983,28.2213
0.001297692617,28.2087
0.001297741601,28.2061
0.001297753447,28.2054
0.001297790285,28.2034
0.00129781333,28.2021
0.00129788313,28.198
0.00129789685,28.1971
0.001297909224,28.1964
0.001297934683,28.1948
0.001297940903,28.1944
0.001297941545,28.1943
0.001297944453,28.1941
0.00129794743,28.194
0.001297969284,28.1926
0.001298503917,28.1616
0.001299095773,28.1337
0.001299724775,28.1111
0.001300774263,28.0895
0.001302763824,28.1023
0.001305109919,28.2046
0.001305134868,28.2062
0.001305175284,28.2088
0.00130520666,28.2108
0.001305231546,28.2125
0.001305257668,28.2142
0.001305266216,28.2147
0.001305268351,28.2149
0.001305270639,28.215
0.001305277652,28.2155
0.001305294745,28.2166
0.001305330926,28.2189
0.001305432293,28.2251
0.001305577402,28.233
0.001305989784,28.2498
0.001306362863,28.2578
0.001307203642,28.2508
0.001307697643,28.2308
0.001307744771,28.2282
0.001307754232,28.2277
0.001307798552,28.2252
0.001307816865,28.2242
0.001307890175,28.2198
0.001307900201,28.2192
0.001307918134,28.218
0.001307936326,28.2169
0.001307942003,28.2165
0.001307944942,28.2163
0.001307948583,28.2161
0.001307976492,28.2143
0.00130852703,28.1824
0.001309157483,28.1529
0.001310065803,28.1233
0.001310935359,28.109
0.001312513786,28.1174
0.001315172419,28.228
0.001315197367,28.2296
0.001315237785,28.2322
0.001315269161,28.2342
0.001315294073,28.2359
0.001315320168,28.2376
0.001315328722,28.2382
0.001315330855,28.2383
0.001315333143,28.2385
0.001315340217,28.2389
0.001315357355,28.2401
0.001315392921,28.2424
0.001315494327,28.2486
0.001315639608,28.2566
0.00131605404,28.2737
0.001316428556,28.2819
0.001317274881,28.2751
0.001317695125,28.2588
0.001317742545,28.2564
0.001317754757,28.2558
0.001317804571,28.2532
0.001317813993,28.2526
0.001317881996,28.2488
0.001317895923,28.248
0.00131790758,28.2473
0.001317934632,28.2457
0.001317940958,28.2453
0.001317941335,28.2453
0.001317941533,28.2453
0.001317944012,28.2452
0.001317946459,28.245
0.001317962447,28.244
0.001318263138,28.2269
0.001319036142,28.1905
0.001319780784,28.1659
0.001320437967,28.1526
0.00132153832,28.1476
0.001323610662,28.1955
0.001325182088,28.2802
0.001325198301,28.2813
0.001325247087,28.2846
0.001325269799,28.2862
0.001325300977,28.2883
0.001325320796,28.2897
0.001325328907,28.2902
0.001325331058,28.2904
0.001325333347,28.2905
0.001325344317,28.2913
0.0013253576,28.2922
0.001325400569,28.2951
0.001325503592,28.3017
0.001325675454,28.3115
0.001326074841,28.3285
0.001326466042,28.3375
0.001327382335,28.3293
0.001327693079,28.3172
0.001327741354,28.3149
0.001327752939,28.3143
0.001327782136,28.3129
0.0013278151,28.3112
0.001327886722,28.3073
0.001327899246,28.3066
0.001327914738,28.3058
0.001327941045,28.3043
0.001327941503,28.3042
0.001327941535,28.3042
0.001327941827,28.3042
0.001327945026,28.304
0.001327949129,28.3038
0.001327988621,28.3015
0.001328372723,28.281
0.00132926474,28.2439
0.00132986399,28.2272
0.001330988064,28.2133
0.001333236212,28.2518
0.001335182088,28.3544
0.001335198301,28.3555
0.001335247086,28.3589
0.0013352698,28.3605
0.001335300978,28.3627
0.001335320795,28.3641
0.001335328909,28.3646
0.0013353311,28.3648
0.00133533339,28.365
0.001335344709,28.3658
0.001335359835,28.3668
0.001335424824,28.3713
0.001335525729,28.3778
0.001335579247,28.381
0.001335592335,28.3818
0.001335893033,28.3971
0.001336370846,28.4122
0.00133711649,28.4133
0.001337721956,28.3942
0.001337750783,28.3928
0.001337760817,28.3924
0.001337811125,28.3899
0.001337828859,28.389
0.001337894836,28.3855
0.001337906036,28.3849
0.00133793333,28.3834
0.001337938828,28.383
0.001337941385,28.3829
0.001337941512,28.3829
0.00133794384,28.3828
0.001337946771,28.3826
0.001337963396,28.3817
0.001338341993,28.3617
0.001338990636,28.3338
0.001340355925,28.3002
0.001341701128,28.2996
0.001344369407,28.3901
0.001345169616,28.4405
0.00134520133,28.4427
0.001345245588,28.4458
0.001345276785,28.448
0.001345318735,28.451
0.001345328053,28.4517
0.00134533316,28.4521
0.001345335406,28.4522
0.001345337852,28.4524
0.001345352817,28.4535
0.001345364153,28.4543
0.001345441477,28.4596
0.001345546794,28.4665
0.001345879325,28.4843
0.001346311456,28.4992
0.001346965114,28.5041
0.001347714224,28.484
0.001347750886,28.4823
0.001347761654,28.4818
0.001347809673,28.4794
0.001347823049,28.4788
0.001347895432,28.475
0.001347906932,28.4744
0.001347937758,28.4727
0.001347941636,28.4725
0.001347944591,28.4723
0.00134794788,28.4721
0.001347978554,28.4704
0.00134842397,28.4477
0.001349263036,28.4149
0.001350622479,28.3889
0.001351966794,28.3952
0.001354299968,28.4794
0.001355172766,28.5342
0.001355197494,28.5359
0.0013552166,28.5373
0.001355271748,28.5412
0.001355290778,28.5426
0.001355322877,28.5449
0.001355332086,28.5455
0.001355334225,28.5457
0.001355336514,28.5459
0.001355341674,28.5462
0.001355360172,28.5476
0.001355393117,28.5499
0.001355494554,28.5567
0.001355629294,28.565
0.001356027034,28.5841
0.00135664805,28.5981
0.001357125655,28.5959
0.001357701413,28.5783
0.001357750296,28.5761
0.001357758656,28.5757
0.00135780867,28.5733
0.001357816123,28.5729
0.001357892899,28.5689
0.001357903447,28.5683
0.001357931692,28.5668
0.001357939804,28.5663
0.0013579412,28.5662
0.001357941329,28.5662
0.001357943513,28.5661
0.001357947243,28.5659
0.001357969168,28.5647
0.001358375092,28.5437
0.001359233623,28.5094
0.001359860161,28.4928
0.001361113239,28.4806
0.001363094021,28.517
0.001365182088,28.6265
0.001365198301,28.6277
0.001365247087,28.6311
0.0013652698,28.6327
0.001365300985,28.6349
0.001365320794,28.6363
0.001365328917,28.6369
0.001365331097,28.6371
0.001365333386,28.6372
0.001365344745,28.638
0.001365358748,28.639
0.001365407715,28.6425
0.001365511816,28.6493
0.001365811303,28.666
0.001366188255,28.6806
0.001366692059,28.6889
0.001367210294,28.6844
0.001367693955,28.6683
0.001367739957,28.6661
0.001367752595,28.6655
0.00136777636,28.6644
0.001367813894,28.6625
0.001367887207,28.6586
0.001367900306,28.6579
0.001367919451,28.6568
0.001367938735,28.6557
0.001367941178,28.6556
0.001367941263,28.6556
0.001367942906,28.6555
0.001367946007,28.6553
0.001367960261,28.6545
0.001368224252,28.6402
0.001368879266,28.6103
0.001369810268,28.5813
0.001370575087,28.5691
0.001371931786,28.5727
0.001374521092,28.6661
0.001375155951,28.706
0.001375198489,28.7089
0.001375227171,28.7108
0.001375274002,28.7141
0.001375306855,28.7164
0.001375324883,28.7177
0.001375332756,28.7182
0.001375334932,28.7184
0.001375337222,28.7185
0.001375346208,28.7192
0.00137536052,28.7202
0.001375393409,28.7225
0.001375493571,28.7291
0.001375618773,28.7366
0.001375968176,28.7534
0.001376519685,28.7674
0.001376881806,28.7683
0.001377691367,28.7469
0.001377742297,28.7445
0.001377754284,28.7439
0.001377798853,28.7417
0.0013778155,28.7408
0.001377886624,28.737
0.001377897823,28.7363
0.001377911209,28.7356
0.001377935291,28.7342
0.00137794123,28.7338
0.00137794138,28.7338
0.001377941419,28.7338
0.00137794182,28.7338
0.001377945012,28.7336
0.001377949272,28.7334
0.001377989221,28.7311
0.001378535091,28.7025
0.001379230031,28.6742
0.001380288526,28.6477
0.001381340289,28.6411
0.001383326262,28.6805
0.001385182088,28.7769
0.001385198301,28.778
0.001385247087,28.7813
0.001385269802,28.7828
0.001385301004,28.785
0.001385320795,28.7864
0.001385328925,28.7869
0.001385331103,28.7871
0.001385333392,28.7872
0.001385344421,28.788
0.001385357419,28.7889
0.001385398638,28.7917
0.001385502838,28.7983
0.001385727235,28.8108
0.001386220739,28.8292
0.001386764699,28.8353
0.001387692256,28.8118
0.001387734923,28.8097
0.001387752715,28.8089
0.001387776739,28.8076
0.001387814345,28.8056
0.001387891579,28.8013
0.001387901944,28.8007
0.0013879269,28.7992
0.00138793651,28.7987
0.001387941332,28.7984
0.001387941915,28.7983
0.001387945329,28.7981
0.001387951604,28.7978
0.001388063021,28.7912
0.001388755076,28.7557
0.001389437704,28.7292
0.001390806609,28.7015
0.001392219053,28.7073
0.001395106701,28.8235
0.001395196841,28.8293
0.001395208253,28.8301
0.001395271166,28.8342
0.001395289055,28.8354
0.001395323523,28.8378
0.001395332486,28.8384
0.001395334874,28.8385
0.001395337163,28.8387
0.001395341786,28.839
0.001395360742,28.8403
0.001395381822,28.8417
0.001395476443,28.8477
0.001395621859,28.856
0.001396012425,28.8731
0.001396637988,28.8844
0.001397066184,28.8809
0.001397703536,28.8589
0.001397743163,28.8569
0.001397754253,28.8563
0.001397797763,28.854
0.001397818239,28.8528
0.00139789257,28.8485
0.001397902926,28.8479
0.001397931251,28.8462
0.0013979366,28.8459
0.001397941607,28.8456
0.001397941971,28.8455
0.001397945285,28.8453
0.001397950709,28.845
0.001398031409,28.8401
0.001398516507,28.8132
0.001399124761,28.7856
0.001400719941,28.745
0.00140243765,28.7513
0.001405182088,28.8642
0.001405198301,28.8653
0.001405247086,28.8684
0.0014052698,28.8699
0.001405300976,28.8719
0.001405320796,28.8732
0.001405328916,28.8738
0.001405331098,28.8739
0.001405333387,28.8741
0.001405344731,28.8748
0.001405359099,28.8758
0.001405417931,28.8795
0.00140552283,28.8858
0.001405900572,28.9036
0.001406369533,28.9157
0.001407112132,28.9124
0.00140769807,28.8904
0.001407730099,28.8888
0.001407754589,28.8874
0.001407807554,28.8845
0.001407817279,28.8839
0.001407886392,28.8798
0.001407897574,28.8791
0.001407910801,28.8783
0.00140793422,28.8769
0.001407940656,28.8764
0.001407941687,28.8764
0.001407944938,28.8762
0.001407949568,28.8759
0.001408000479,28.8727
0.001408458721,28.8461
0.001409548146,28.7983
0.001410415391,28.7756
0.001411799602,28.7669
0.001414195313,28.8291
0.001415179801,28.8824
0.001415203273,28.8839
0.001415260109,28.8874
0.001415278872,28.8886
0.001415319665,28.8912
0.001415328425,28.8918
0.001415332518,28.8921
0.001415334812,28.8922
0.001415337453,28.8924
0.001415352642,28.8934
0.00141537144,28.8946
0.001415463728,28.9002
0.001415561901,28.9057
0.001415605119,28.9079
0.001415675965,28.9114
0.00141604292,28.9255
0.001416406054,28.9327
0.001417210749,28.9252
0.001417716135,28.9041
0.001417751031,28.9021
0.001417762083,28.9015
0.001417810842,28.8987
0.001417829198,28.8976
0.001417894173,28.8937
0.001417904968,28.893
0.001417933902,28.8911
0.001417940956,28.8907
0.001417941905,28.8906
0.001417945389,28.8904
0.001417951872,28.89
0.001418082352,28.8817
0.001418684491,28.8475
0.00141968793,28.8054
0.001420371164,28.7872
0.001421561264,28.7752
0.001423773307,28.8174
0.001425182088,28.8869
0.001425198301,28.8879
0.001425247087,28.8909
0.0014252698,28.8923
0.001425300982,28.8942
0.001425320797,28.8955
0.001425328917,28.896
0.001425331102,28.8961
0.001425333391,28.8963
0.001425344727,28.897
0.001425359528,28.8979
0.00142543675,28.9026
0.001425538559,28.9082
0.001425857004,28.9226
0.001426293007,28.9339
0.001426922749,28.9334
0.001427690832,28.9061
0.001427741542,28.9033
0.001427753186,28.9027
0.001427785066,28.9008
0.00142781243,28.8992
0.001427852201,28.8968
0.00142789731,28.8939
0.001427910176,28.8931
0.001427938219,28.8912
0.00142794194,28.891
0.001427945094,28.8908
0.001427950082,28.8904
0.00142800786,28.8866
0.001428563903,28.8533
0.001429446112,28.8122
0.001430907113,28.775
0.001432473432,28.7769
0.001435182088,28.8777
0.001435198301,28.8786
0.001435247097,28.8816
0.001435269811,28.883
0.001435301092,28.8849
0.001435320799,28.8861
0.001435328958,28.8866
0.001435331134,28.8867
0.001435333424,28.8869
0.001435344158,28.8875
0.001435356975,28.8883
0.001435396691,28.8907
0.001435498455,28.8965
0.00143569342,28.906
0.001436128039,28.9204
0.001436567981,28.9253
0.001436925868,28.9221
0.001437689268,28.8941
0.001437731685,28.8918
0.001437754601,28.8904
0.001437799961,28.8877
0.001437816564,28.8867
0.001437886173,28.8823
0.001437897755,28.8816
0.001437910787,28.8807
0.001437937027,28.8789
0.001437942018,28.8786
0.001437945133,28.8784
0.001437948807,28.8782
0.001437974425,28.8764
0.001438493819,28.8443
0.001439123285,28.812
0.001440046772,28.7777
0.0014409454,28.7591
0.001442596971,28.7617
